"indicativo","nombre","provincia","altitud","latitud","longitud","mu_smooth","sigma_smooth","xi_smooth","rl20_mean","rl20_sd","rl50_mean","rl50_sd","rl100_mean","rl100_sd"
"5279X","LINARES","JAEN",515,38.1511111111111,-3.62944444444444,36.790662909467,10.9026250379273,0.0940569110130438,74.3000384538656,4.353756205919,88.3849528502824,5.44608264358787,99.7810546258104,6.35184190748416
"5281X","BAIL<U+00C9>N","JAEN",345,38.0930555555556,-3.7825,36.7689840211872,10.9481777165621,0.0939461224957359,74.4485668309052,4.69336715207044,88.5912995762403,5.84990743489504,100.033371276909,6.81192933780734
"5298X","AND<U+00DA>JAR","JAEN",202,38.0230555555556,-4.06333333333333,36.3668769497236,11.2089381892308,0.0941889648002796,74.970671211945,4.95660060921818,89.4672649428643,6.20944844424459,101.197479542649,7.24236377223494
"5346X","CARDE<U+00D1>A","CORDOBA",720,38.1866666666667,-4.2725,62.3626142559331,18.8558140393211,0.094121703464665,127.284819776975,8.22320792782034,151.661007411989,10.2600958805817,171.384729481945,11.9433012109571
"5361X","MONTORO","CORDOBA",155,38.0133333333333,-4.33027777777778,43.4566472839225,12.7589522967223,0.0938146275642845,87.3459674131901,5.28225885776432,103.817098118417,6.58113071121906,117.141418063773,7.66090980803022
"5390Y","VILLANUEVA DE C<U+00D3>RDOBA","CORDOBA",750,38.3330555555556,-4.60888888888889,39.012945928187,11.168340361778,0.094026066587152,77.4405968517579,4.46657033568498,91.8728723869194,5.65522235197992,103.550150087472,6.6468664609715
"5394X","C<U+00D3>RDOBA, EMBALSE DE GUADANU<U+00D1>O","CORDOBA",525,38.0208333333333,-4.79666666666667,55.862715539474,16.4606148646604,0.0935509324654059,112.429893178262,6.30612718132484,133.651880594148,7.8579268202505,150.816237594655,9.15972923353379
"5402","C<U+00D3>RDOBA AEROPUERTO","CORDOBA",90,37.8488888888889,-4.84666666666667,47.0867429725824,13.9459100013123,0.0942115717574475,94.9782696369785,3.78772264043658,112.978154362477,4.81964864672287,127.543757920846,5.69423483724193
"5406X","ALCAL<U+00C1> LA REAL","JAEN",908,37.4975,-3.90805555555556,38.9955775816856,11.1270220804043,0.0938579653694748,77.2696505287296,4.53726719690638,91.6392067633459,5.70291520370971,103.265094542319,6.68645420072458
"5412X","PRIEGO DE C<U+00D3>RDOBA","CORDOBA",550,37.4847222222222,-4.20777777777778,35.2241653590082,10.1737220983761,0.0938302404916833,70.2155882714518,4.10127963794807,83.3505033761203,5.13929723875815,93.9765898672193,6.00822326436998
"5427X","DO<U+00D1>A MENC<U+00CD>A","CORDOBA",650,37.5561111111111,-4.35388888888889,37.6551830652319,11.0014449120528,0.0938830355752404,75.4681380933927,3.9893632516236,89.6658533453855,5.0097675960375,101.151847602653,5.86467344063431
"5429X","C<U+00D3>RDOBA, PR<U+00C1>GDENA","CORDOBA",275,37.8102777777778,-4.46222222222222,36.0545720686305,10.4413887681477,0.093956772307129,71.9896817798383,4.46998897435779,85.4788131478056,5.56919440272945,96.392384169414,6.48544785199429
"5459X","ESPIEL","CORDOBA",465,38.1111111111111,-4.92861111111111,49.8707651231365,14.7910142102012,0.0940032807171375,100.784917521974,6.41450501861066,119.898179996179,8.01062159525121,135.362283214828,9.33661506585766
"5470","FUENTE PALMERA","CORDOBA",120,37.7530555555556,-5.10055555555556,47.8140714390857,13.9770187969587,0.0941430355746792,95.8916392420069,5.45026055795426,113.946646408509,6.75923531317225,128.556347655775,7.85651248035486
"5514","GRANADA BASE A<U+00C9>REA","GRANADA",687,37.1372222222222,-3.63138888888889,27.7306476676043,8.32164726608777,0.0942551882102635,56.3094013601987,2.24807270107888,67.052104867529,2.87089322200478,75.7456769837226,3.40169665774472
"5515D","V<U+00CD>ZNAR","GRANADA",1258,37.2369444444444,-3.55055555555556,40.1353681130585,11.9763386824655,0.0936869335836937,81.3620924429451,5.56868405716527,96.8213305570773,6.84679110408872,109.32583023688,7.90648952474755
"5515X","GRANADA-CARTUJA","GRANADA",775,37.1897222222222,-3.59555555555556,31.5515742556367,9.42653647278756,0.0939720789603233,63.9622903639149,3.56741181599246,76.1314757921706,4.44221654119072,85.9773692821045,5.17806661933805
"5530E","GRANADA AEROPUERTO","GRANADA",560,37.1902777777778,-3.78972222222222,27.8827554910375,8.26200971438375,0.0942784693821994,56.2623535580211,2.31430817489181,66.9301090968711,2.95073910975108,75.5631029408767,3.49099847693593
"5582A","LOJA","GRANADA",760,37.1611111111111,-4.15277777777778,32.0409428015123,9.54306786028263,0.0937629357252018,64.8499140337696,3.63328238963256,77.165890545345,4.58193594110548,87.1288809399282,5.37736547730007
"5598X","BENAMEJ<U+00CD>","CORDOBA",465,37.2308333333333,-4.54777777777778,31.776694281058,9.55002414914632,0.0938237103107142,64.6184802982587,3.74102921921171,76.9462128133576,4.69080993587439,86.9191835230991,5.48718971444101
"5612B","LA RODA DE ANDALUC<U+00CD>A","SEVILLA",410,37.1944444444444,-4.77,33.1917956896279,10.3234034049586,0.0939501094178737,68.7018865394993,4.09692049982397,82.0327579569141,5.11933993610342,92.8178781622133,5.96928816309734
"5612X","LORA DE ESTEPA","SEVILLA",450,37.2702777777778,-4.82694444444444,41.2600730953742,12.616087520195,0.0936941584928148,84.6214581157569,4.74377963932871,100.893735254397,5.93410579963014,114.055661819232,6.92554269826672
"5624X","AGUILAR DE LA FRONTERA","CORDOBA",309,37.4819444444444,-4.68583333333333,38.4872584282365,12.0141524034266,0.094461038115039,79.8777202007062,5.23470349537306,95.4289402651523,6.54122322799065,108.016170013471,7.62976573270584
